No	SampleID
7882	cg23106378
7883	cg26307355
7884	cg25690589
7885	cg14273518
7886	cg12571879
7887	cg18002126
7888	cg20122488
7889	cg04080282
7890	cg26046072
7891	cg07599144
7892	cg17054060
7893	cg24420534
7894	cg11264947
7895	cg09831875
7896	cg02607059
7897	cg23314364
7898	cg23097402
7899	cg04512184
7900	cg11333375
7901	cg08048268
7902	cg15619820
7903	cg00433917
7904	cg06668065
7905	cg03326215
7906	cg11303127
7907	cg20545941
7908	cg27395654
7909	cg21109038
7910	cg27317046
7911	cg06471596
7912	cg18190798
7913	cg03841065
7914	cg21729992
7915	cg26779330
7916	cg14467206
7917	cg14333779
7918	cg26330116
7919	cg18612040
7920	cg08105396
7921	cg26580895
7922	cg07336350
7923	cg17817564
7924	cg03826463
7925	cg03101580
7926	cg12726278
7927	cg05280806
7928	cg03761750
7929	cg07002602
7930	cg10452531
7931	cg20181739
7932	cg02935904
7933	cg26129545
7934	cg26203572
7935	cg16809293
7936	cg12192716
7937	cg13750214
7938	cg12633154
7939	cg15536947
7940	cg25687358
7941	cg03494648
7942	cg16326123
7943	cg21935113
7944	cg04336433
7945	cg06833110
7946	cg08887400
7947	cg16768018
7948	cg17429075
7949	cg15449664
7950	cg22382854
7951	cg02282631
7952	cg15769726
7953	cg10127554
7954	cg26337010
7955	cg11078084
7956	cg16529477
7957	cg13899486
7958	cg20567249
7959	cg16581738
7960	cg05601917
7961	cg20061533
7962	cg06952397
7963	cg24735277
7964	cg23677882
7965	cg06958766
7966	cg09748975
7967	cg03559389
7968	cg06058681
7969	cg19923393
7970	cg12843448
7971	cg23311929
7972	cg27416863
7973	cg02550311
7974	cg15775218
7975	cg07863022
7976	cg24076968
7977	cg17312277
7978	cg05343811
7979	cg13144059
7980	cg22052514
7981	cg01054110
7982	cg22270027
7983	cg00581595
7984	cg03448915
7985	cg08922090
7986	cg11511388
7987	cg23088184
7988	cg12270813
7989	cg03281139
7990	cg05833351
7991	cg25348105
7992	cg02941580
7993	cg04098547
7994	cg27440050
7995	cg07503069
7996	cg02521750
7997	cg08454455
7998	cg23189410
7999	cg17778888
8000	cg11956819
8001	cg11493223
8002	cg10292154
8003	cg18548797
8004	cg11112223
8005	cg06407111
8006	cg03442712
8007	cg08901242
8008	cg15409097
8009	cg23005885
8010	cg27447219
8011	cg07011778
8012	cg04895321
8013	cg05758861
8014	cg20532937
8015	cg13937905
8016	cg18082591
8017	cg09411730
8018	cg01105356
8019	cg04350571
8020	cg27617132
8021	cg05895665
8022	cg10799646
8023	cg26971783
8024	cg12307484
8025	cg07911905
8026	cg20307496
8027	cg22216738
8028	cg25718467
8029	cg24685006
8030	cg13740135
8031	cg24918608
8032	cg08569350
8033	cg03526459
8034	cg22231101
8035	cg09275956
8036	cg26309929
8037	cg25161029
8038	cg26852712
8039	cg27475923
8040	cg09791440
8041	cg10285466
8042	cg17429772
8043	cg00438740
8044	cg20181887
8045	cg27039501
8046	cg09632273
8047	cg00790098
8048	cg03554736
8049	cg26311610
8050	cg00081799
8051	cg26324978
8052	cg02583618
8053	cg09093150
8054	cg00186815
8055	cg00569091
8056	cg25233302
8057	cg25198455
8058	cg16715194
8059	cg25840318
8060	cg02070113
8061	cg27007625
8062	cg15127791
8063	cg26090107
8064	cg18978125
8065	cg13909661
8066	cg03408619
8067	cg22034968
8068	cg10822665
8069	cg17945789
8070	cg03157546
8071	cg19735250
8072	cg01924952
8073	cg26630171
8074	cg19711530
8075	cg14021133
8076	cg16882373
8077	cg26073542
8078	cg08687137
8079	cg09290705
8080	cg20079298
8081	cg10329345
8082	cg27068669
8083	cg06627334
8084	cg00225603
8085	cg19998819
8086	cg16428612
8087	cg20400915
8088	cg11405200
8089	cg12019614
8090	cg22423294
8091	cg13021479
8092	cg09563846
8093	cg07351675
8094	cg18404706
8095	cg06074534
8096	cg06643567
8097	cg13756768
8098	cg26022526
8099	cg19856606
8100	cg20035319
8101	cg22987448
8102	cg19921377
8103	cg25297146
8104	cg16210248
8105	cg13480658
8106	cg20154143
8107	cg22202558
8108	cg11435506
8109	cg06234051
8110	cg10366093
8111	cg24968185
8112	cg14688579
8113	cg16240162
8114	cg11211563
8115	cg14585167
8116	cg23505823
8117	cg07942479
8118	cg03650119
8119	cg13434411
8120	cg17001566
8121	cg10439246
8122	cg11186626
8123	cg00973309
8124	cg08264805
8125	cg24437715
8126	cg00820405
8127	cg06874640
8128	cg03179450
8129	cg00690554
8130	cg07700581
8131	cg07598052
8132	cg07472943
8133	cg02591564
8134	cg15575880
8135	cg01396799
8136	cg25351606
8137	cg05402634
8138	cg23938483
8139	cg21913897
8140	cg21239227
8141	cg12731349
8142	cg08555682
8143	cg02919564
8144	cg02220418
8145	cg15006175
8146	cg04969331
8147	cg26847438
8148	cg07285764
8149	cg21986027
8150	cg26269802
8151	cg01640684
8152	cg14594111
8153	cg08701134
8154	cg11940040
8155	cg20638016
8156	cg13087761
8157	cg14202338
8158	cg19841653
8159	cg02842850
8160	cg02639540
8161	cg25308803
8162	cg18077971
8163	cg11452329
8164	cg12355887
8165	cg01774705
8166	cg11469822
8167	cg16414472
8168	cg01462545
8169	cg09897970
8170	cg05348366
8171	cg12475142
8172	cg14040131
8173	cg05724197
8174	cg09177545
8175	cg26322591
8176	cg10236778
8177	cg07807210
8178	cg27082467
8179	cg21518212
8180	cg00147788
8181	cg08830672
8182	cg21607700
8183	cg12071888
8184	cg08474521
8185	cg13796250
8186	cg12180270
8187	cg21002542
8188	cg22167515
8189	cg10413105
8190	cg13779009
8191	cg16663419
8192	cg06616512
8193	cg06088745
8194	cg18131141
8195	cg10720997
8196	cg13463203
8197	cg03128167
8198	cg15804426
8199	cg08599635
8200	cg01653080
8201	cg12877223
8202	cg00804179
8203	cg07946277
8204	cg10523198
8205	cg25674613
8206	cg05469396
8207	cg06740765
8208	cg05544394
8209	cg07250222
8210	cg26516710
8211	cg05235248
8212	cg12967327
8213	cg13496041
8214	cg00803453
8215	cg08040429
8216	cg09806683
8217	cg18316974
8218	cg11314598
8219	cg22086566
8220	cg22614142
8221	cg07702637
8222	cg26190686
8223	cg26795333
8224	cg18648037
8225	cg07877900
8226	cg14217558
8227	cg01149264
8228	cg07211212
8229	cg22216196
8230	cg24161106
8231	cg26807616
8232	cg07338119
8233	cg23519572
8234	cg04576568
8235	cg06528267
8236	cg09010067
8237	cg06249604
8238	cg20562447
8239	cg02075410
8240	cg21538208
8241	cg00017461
8242	cg03953626
8243	cg14957904
8244	cg24591770
8245	cg22434506
8246	cg08478685
8247	cg11214552
8248	cg19375587
8249	cg27039312
8250	cg12281620
8251	cg04963424
8252	cg18267489
8253	cg03983213
8254	cg08201451
8255	cg04012053
8256	cg03520938
8257	cg09605693
8258	cg06515461
8259	cg17888563
8260	cg06837568
8261	cg17553300
8262	cg27437510
8263	cg18733230
8264	cg13656752
8265	cg23248377
8266	cg07679948
8267	cg07162861
8268	cg01495714
8269	cg20446334
8270	cg17443359
8271	cg18491080
8272	cg06413196
8273	cg12865888
8274	cg01695225
8275	cg10464462
8276	cg03738025
8277	cg09235936
8278	cg04961582
8279	cg16433074
8280	cg23985995
8281	cg03347095
8282	cg06201680
8283	cg06945634
8284	cg06219310
8285	cg06951565
8286	cg02948555
8287	cg17560015
8288	cg07563611
8289	cg16058493
8290	cg13549940
8291	cg14212850
8292	cg19241954
8293	cg21484586
8294	cg14425468
8295	cg01396065
8296	cg25124228
8297	cg14462265
8298	cg09180702
8299	cg21719957
8300	cg06248767
8301	cg22155376
8302	cg26869506
8303	cg09887955
8304	cg09646943
8305	cg15495091
8306	cg05845533
8307	cg05561386
8308	cg16430279
8309	cg11068784
8310	cg06096901
8311	cg20467412
8312	cg15198247
8313	cg18440230
8314	cg15213210
8315	cg03044471
8316	cg09926389
8317	cg06466782
8318	cg15448445
8319	cg24935217
8320	cg24687102
8321	cg09510077
8322	cg01586506
8323	cg09390241
8324	cg17470467
8325	cg16788099
8326	cg17052170
8327	cg23656083
8328	cg10418626
8329	cg27469283
8330	cg10269365
8331	cg20504791
8332	cg15597480
8333	cg03991547
8334	cg13913140
8335	cg04163216
8336	cg07128900
8337	cg19780308
8338	cg20038213
8339	cg15985184
8340	cg18044585
8341	cg09595050
8342	cg06506863
8343	cg00037314
8344	cg02125316
8345	cg27129881
8346	cg02152208
8347	cg00300794
8348	cg02158065
8349	cg07737063
8350	cg18705931
8351	cg15537788
8352	cg22444584
8353	cg26010218
8354	cg12602405
8355	cg03933290
8356	cg04560225
8357	cg05800416
8358	cg16783349
8359	cg11679455
8360	cg01834160
8361	cg06248948
8362	cg23192683
8363	cg06173663
8364	cg07475000
8365	cg24453153
8366	cg01295631
8367	cg13728069
8368	cg03025986
8369	cg17538881
8370	cg03729251
8371	cg24390938
8372	cg05330668
8373	cg20595750
8374	cg15847527
8375	cg23239817
8376	cg16260889
8377	cg15984406
8378	cg14663264
8379	cg07484220
8380	cg16659026
8381	cg24022152
8382	cg05592911
8383	cg03343571
8384	cg14494721
8385	cg27438152
8386	cg00254608
8387	cg11610925
8388	cg15198235
8389	cg08351911
8390	cg14149007
8391	cg23125492
8392	cg13469457
8393	cg02119577
8394	cg08928753
8395	cg17352995
8396	cg06588802
8397	cg26425305
8398	cg08314543
8399	cg11893698
8400	cg17983632
8401	cg09323788
8402	cg24998349
8403	cg04031507
8404	cg25362120
8405	cg09610826
8406	cg18579796
8407	cg11710211
8408	cg27360784
8409	cg12444736
8410	cg16361543
8411	cg10078645
8412	cg10631289
8413	cg17708806
8414	cg18732064
8415	cg24699296
8416	cg14328601
8417	cg02064366
8418	cg01696784
8419	cg14875171
8420	cg04833011
8421	cg05896714
8422	cg02059952
8423	cg09232790
8424	cg12460870
8425	cg01498468
8426	cg16033633
8427	cg10491543
8428	cg08097929
8429	cg14998959
8430	cg02879554
8431	cg27594157
8432	cg00014380
8433	cg07992377
8434	cg12000995
8435	cg15087860
8436	cg18263587
8437	cg24128806
8438	cg00073794
8439	cg22747480
8440	cg06603561
8441	cg22883995
8442	cg13670288
8443	cg13589218
8444	cg24211976
8445	cg15120454
8446	cg09845015
8447	cg24108724
8448	cg16783170
8449	cg21258760
8450	cg10854819
8451	cg22217860
8452	cg14302973
8453	cg22032812
8454	cg18630178
8455	cg06251289
8456	cg17101879
8457	cg14010550
8458	cg13826564
8459	cg26361553
8460	cg14385008
8461	cg18820800
8462	cg19068510
8463	cg05527091
8464	cg04554929
8465	cg22308467
8466	cg15696816
8467	cg24687806
8468	cg15488978
8469	cg09017928
8470	cg26158983
8471	cg00574213
8472	cg14258143
8473	cg08107308
8474	cg16653138
8475	cg13609385
8476	cg13956645
8477	cg16157016
8478	cg08850509
8479	cg04011470
8480	cg01971085
8481	cg26963545
8482	cg07753525
8483	cg25614396
8484	cg27010136
8485	cg14396008
8486	cg09065629
8487	cg18451382
8488	cg21834001
8489	cg09262230
8490	cg27230140
8491	cg13325904
8492	cg01426303
8493	cg08740698
8494	cg08605016
8495	cg26419962
8496	cg07097725
8497	cg13470557
8498	cg02924309
8499	cg24148817
8500	cg05038268
8501	cg09370594
8502	cg04571522
8503	cg24557189
8504	cg19495714
8505	cg17261303
8506	cg08139247
8507	cg15002761
8508	cg27054514
8509	cg02776664
8510	cg18956798
8511	cg02112681
8512	cg13003470
8513	cg09556918
8514	cg16454495
8515	cg13934553
8516	cg13291836
8517	cg17007647
8518	cg19515081
8519	cg05228945
8520	cg16645703
8521	cg05522011
8522	cg04535829
8523	cg03955375
8524	cg00293626
8525	cg16703312
8526	cg15790528
8527	cg15469014
8528	cg26426080
8529	cg09275704
8530	cg22489321
8531	cg13863103
8532	cg19003390
8533	cg08131736
8534	cg08935899
8535	cg05091238
8536	cg25266621
8537	cg05926784
8538	cg11935476
8539	cg01119686
8540	cg02618319
8541	cg22016995
8542	cg09695592
8543	cg03717503
8544	cg19856705
8545	cg23163513
8546	cg20083079
8547	cg07425568
8548	cg24025538
8549	cg25942789
8550	cg14326991
8551	cg07433499
8552	cg15247169
8553	cg00012529
8554	cg27017630
8555	cg22211154
8556	cg09767822
8557	cg04184297
8558	cg21035759
8559	cg07378986
8560	cg18877525
8561	cg24111443
8562	cg07055259
8563	cg09203880
8564	cg24740818
8565	cg20837803
8566	cg14115325
8567	cg17842912
8568	cg05537653
8569	cg02745419
8570	cg00336204
8571	cg18313340
8572	cg05053327
8573	cg16308533
8574	cg07041720
8575	cg00237391
8576	cg06167524
8577	cg26185884
8578	cg25848652
8579	cg04074536
8580	cg24347994
8581	cg27533534
8582	cg22990129
8583	cg22610645
8584	cg00400448
8585	cg16438182
8586	cg19453893
8587	cg16772479
8588	cg15489575
8589	cg26494929
8590	cg15768901
8591	cg06554744
8592	cg04886221
8593	cg22846914
8594	cg10964944
8595	cg04415672
8596	cg15089892
8597	cg14305701
8598	cg16988166
8599	cg08113595
8600	cg21201294
8601	cg20659057
8602	cg15527835
8603	cg17178218
8604	cg04851639
8605	cg27309702
8606	cg27495469
8607	cg05646015
8608	cg03573679
8609	cg18971175
8610	cg07126183
8611	cg13828227
8612	cg24677093
8613	cg24955895
8614	cg04347414
8615	cg13509575
8616	cg08569517
8617	cg22376822
8618	cg02102533
8619	cg19074709
8620	cg01018360
8621	cg24685134
8622	cg24428325
8623	cg08543966
8624	cg12246472
8625	cg18567041
8626	cg01214815
8627	cg07042007
8628	cg16721321
8629	cg16775752
8630	cg09102257
8631	cg24962827
8632	cg05738240
8633	cg04663285
8634	cg23201527
8635	cg21330313
8636	cg15848031
8637	cg18735586
8638	cg12102631
8639	cg17414101
8640	cg00661320
8641	cg05258294
8642	cg12509268
8643	cg01041239
8644	cg06311863
8645	cg16132555
8646	cg26578910
8647	cg02994246
8648	cg12376589
8649	cg17843418
8650	cg02338778
8651	cg13721589
8652	cg14210872
8653	cg15593965
8654	cg17265576
8655	cg18836583
8656	cg09222732
8657	cg04595446
8658	cg01318557
8659	cg09419444
8660	cg23928920
8661	cg15888472
8662	cg15839431
8663	cg25534244
8664	cg22522598
8665	cg15624160
8666	cg02080909
8667	cg23955575
8668	cg06952099
8669	cg09084391
8670	cg22865501
8671	cg22498143
8672	cg27642784
8673	cg03983270
8674	cg25694480
8675	cg09392827
8676	cg10704395
8677	cg21248554
8678	cg25698935
8679	cg04370314
8680	cg25308508
8681	cg27553162
8682	cg19110654
8683	cg05791870
8684	cg10701252
8685	cg07690326
8686	cg23191354
8687	cg19961480
8688	cg22280238
8689	cg13387826
8690	cg03612522
8691	cg01607625
8692	cg06911753
8693	cg27297025
8694	cg26275858
8695	cg12193833
8696	cg16755924
8697	cg27391679
8698	cg04166042
8699	cg16184737
8700	cg12142354
8701	cg22346032
8702	cg01085129
8703	cg26843324
8704	cg10195336
8705	cg18193764
8706	cg25350986
8707	cg24422029
8708	cg07499899
8709	cg06119275
8710	cg26987690
8711	cg22924060
8712	cg03167954
8713	cg04308797
8714	cg22166728
8715	cg06233301
8716	cg18934822
8717	cg14654468
8718	cg22791904
8719	cg01107178
8720	cg10607454
8721	cg22829799
8722	cg06557376
8723	cg18482690
8724	cg12235073
8725	cg05769344
8726	cg17603271
8727	cg17990510
8728	cg08458912
8729	cg16179125
8730	cg08469326
8731	cg23833461
8732	cg04430780
8733	cg22052566
8734	cg06994420
8735	cg11442173
8736	cg20979153
8737	cg09417937
8738	cg05004142
8739	cg08903631
8740	cg27314741
8741	cg03916756
8742	cg21449569
8743	cg13759953
8744	cg23160483
8745	cg26029864
8746	cg07167423
8747	cg02823783
8748	cg19113686
8749	cg13281581
8750	cg24840300
8751	cg18389827
8752	cg06758255
